Make,Model,Year, price ,Engine Type,Horsepower,Torque,Fuel Economy,Body Style,Transmission,Drivetrain,Safety Ratings
Volvo,911,2018, 8832044 ,Electric,206,480,21.7,Hatchback,Automatic,FWD,3 stars
Ford,Altima,2022, 9459552 ,Hybrid,316,465,45.5,Coupe,CVT,FWD,5 stars
Porsche,Mustang,2012, 7587949 ,Electric,400,396,19.5,Coupe,CVT,AWD,4 stars
Honda,Outback,2018, 6665011 ,Petrol,494,207,36.1,Truck,Automatic,RWD,4 stars
Ford,Cherokee,2011, 708978 ,Electric,398,447,20,Coupe,Manual,RWD,5 stars
Volkswagen,Cherokee,2015, 807138 ,Hybrid,510,578,35.8,Hatchback,Manual,FWD,3 stars
Subaru,X5,2014, 2866616 ,Hybrid,203,459,43.4,SUV,Automatic,FWD,3 stars
Subaru,XC90,2016, 3766641 ,Petrol,278,574,20.3,Truck,CVT,AWD,3 stars
Mitsubishi,XC90,2011, 17397 ,Electric,516,249,25.4,Sedan,Manual,FWD,3 stars
Hyundai,Golf,2012, 8899739 ,Diesel,572,182,43.4,Convertible,Manual,AWD,4 stars
Renault,Mustang,2019, 3591055 ,Electric,383,372,16.9,Convertible,Automatic,RWD,5 stars
Ford,Model 3,2023, 9059363 ,Petrol,478,220,19.9,SUV,Automatic,FWD,3 stars
Toyota,Camaro,2020, 2142358 ,Diesel,382,266,34.9,Coupe,Automatic,FWD,3 stars
Jeep,Cherokee,2016, 8036151 ,Electric,318,510,33.1,Coupe,Manual,FWD,5 stars
Mitsubishi,Cherokee,2020, 9328096 ,Diesel,423,500,44.9,Convertible,Automatic,RWD,5 stars
Mitsubishi,Camry,2019, 1944527 ,Diesel,556,148,30.3,Sedan,Manual,AWD,4 stars
Ford,A4,2016, 6809694 ,Hybrid,114,278,32.1,Hatchback,Automatic,RWD,4 stars
Volvo,Sportage,2020, 2821203 ,Petrol,354,553,23,Coupe,Manual,AWD,5 stars
Volkswagen,X5,2014, 447131 ,Electric,432,173,22.2,Sedan,Manual,FWD,3 stars
Mitsubishi,Model 3,2011, 7732467 ,Hybrid,419,237,33.6,Truck,Manual,FWD,4 stars
Nissan,XC90,2010, 8868398 ,Diesel,411,161,17.7,Coupe,Automatic,AWD,4 stars
Audi,Altima,2018, 5879567 ,Electric,240,275,19.5,Truck,Automatic,RWD,5 stars
Porsche,Altima,2022, 5315601 ,Hybrid,559,429,45.7,Sedan,Automatic,RWD,5 stars
Honda,A4,2013, 4344337 ,Hybrid,487,542,39.7,Convertible,CVT,AWD,4 stars
Ford,A4,2010, 4012093 ,Petrol,350,570,27.8,Sedan,Manual,RWD,4 stars
Mercedes-Benz,Altima,2023, 5499684 ,Petrol,592,151,44.1,Truck,Automatic,FWD,3 stars
Tesla,Cherokee,2010, 705933 ,Hybrid,169,479,39.1,Truck,Automatic,RWD,4 stars
Porsche,Golf,2011, 320863 ,Hybrid,485,426,44.6,Truck,CVT,AWD,5 stars
Hyundai,Altima,2020, 9493707 ,Diesel,490,113,19.9,SUV,CVT,FWD,3 stars
Mazda,911,2019, 2017676 ,Hybrid,168,139,26.4,SUV,Manual,FWD,4 stars
Chevrolet,Golf,2012, 6377972 ,Diesel,348,315,49.3,Sedan,CVT,FWD,5 stars
Nissan,XF,2023, 6279669 ,Hybrid,241,464,27.6,Convertible,CVT,RWD,3 stars
Mazda,Accord,2017, 5173455 ,Hybrid,375,152,45.2,Sedan,Manual,AWD,3 stars
Porsche,X5,2021, 8396717 ,Petrol,507,314,46.4,SUV,Automatic,RWD,5 stars
Kia,Clio,2022, 2209551 ,Diesel,426,407,26.3,Coupe,Automatic,RWD,5 stars
Nissan,XC90,2016, 606094 ,Petrol,316,551,25.1,Coupe,Manual,RWD,5 stars
Honda,Accord,2019, 2654966 ,Diesel,235,189,28.2,SUV,CVT,FWD,5 stars
Kia,Sportage,2015, 284658 ,Diesel,146,538,49.9,Hatchback,CVT,AWD,5 stars
Mitsubishi,CX-5,2018, 40892 ,Electric,129,578,25.5,Convertible,CVT,AWD,3 stars
Audi,X5,2016, 9391926 ,Petrol,513,131,21,Hatchback,CVT,FWD,5 stars
Chevrolet,CX-5,2018, 5411813 ,Electric,299,524,46.6,Sedan,CVT,AWD,4 stars
Mitsubishi,X5,2016, 9558685 ,Diesel,333,451,48.6,Truck,Automatic,AWD,4 stars
Jeep,Mustang,2010, 5014969 ,Electric,135,409,43.9,Hatchback,Manual,RWD,4 stars
Hyundai,Clio,2017, 5013308 ,Hybrid,186,224,18.7,SUV,Manual,FWD,3 stars
Honda,CX-5,2015, 9139237 ,Diesel,575,264,25.8,Truck,Manual,AWD,3 stars
Ford,Mustang,2012, 9657975 ,Electric,397,372,20.8,Truck,Automatic,RWD,4 stars
Volvo,Elantra,2019, 7507789 ,Hybrid,410,576,19.6,Sedan,CVT,RWD,5 stars
Hyundai,X5,2013, 553136 ,Hybrid,466,540,16.8,SUV,Automatic,FWD,3 stars
Jaguar,A4,2012, 9482125 ,Hybrid,589,302,34.2,Hatchback,Automatic,RWD,3 stars
Mazda,Mustang,2015, 8860713 ,Diesel,237,523,25,SUV,Automatic,AWD,5 stars
Volkswagen,Cherokee,2014, 2190082 ,Diesel,308,380,27.1,Hatchback,Automatic,AWD,5 stars
Chevrolet,Elantra,2023, 8086455 ,Electric,383,193,34.9,Coupe,Manual,AWD,5 stars
Ford,Golf,2015, 1936479 ,Hybrid,376,191,35.1,Convertible,Manual,RWD,4 stars
BMW,Eclipse,2020, 631178 ,Hybrid,173,173,33.4,SUV,Manual,AWD,4 stars
Jeep,Accord,2020, 2685998 ,Diesel,415,375,35.3,SUV,CVT,RWD,3 stars
Renault,XC90,2018, 4037611 ,Hybrid,509,487,24.4,SUV,Automatic,FWD,5 stars
Ford,Clio,2023, 684626 ,Petrol,156,195,31.4,SUV,CVT,FWD,3 stars
Volkswagen,XF,2019, 6236526 ,Electric,284,526,39.3,Truck,Automatic,AWD,4 stars
Mitsubishi,Mustang,2020, 8946161 ,Electric,587,447,20.7,Sedan,CVT,RWD,4 stars
Kia,Accord,2017, 5775714 ,Diesel,251,423,37,Hatchback,Manual,AWD,5 stars
Mazda,Camry,2011, 2658316 ,Hybrid,313,537,36.4,Convertible,Manual,RWD,5 stars
Porsche,Accord,2010, 3295126 ,Hybrid,446,479,40.1,Coupe,CVT,RWD,3 stars
Subaru,Golf,2022, 342594 ,Petrol,427,537,30.5,SUV,Manual,AWD,5 stars
BMW,XF,2022, 6606889 ,Diesel,424,332,20.1,Sedan,Manual,RWD,5 stars
Mercedes-Benz,Golf,2012, 7460511 ,Hybrid,431,534,38.2,SUV,Manual,RWD,5 stars
Mazda,CX-5,2023, 359596 ,Petrol,140,127,49.3,Hatchback,Manual,RWD,5 stars
Mazda,Eclipse,2016, 417434 ,Petrol,479,530,49.5,Coupe,Automatic,RWD,3 stars
Subaru,Eclipse,2013, 8139111 ,Electric,295,394,25.7,Convertible,Manual,FWD,3 stars
Honda,XC90,2023, 3104214 ,Petrol,491,349,28,Coupe,Manual,RWD,3 stars
Nissan,CX-5,2017, 6727283 ,Electric,580,196,16.4,Coupe,Manual,AWD,3 stars
Renault,Camry,2023, 9876888 ,Diesel,437,262,18.8,Coupe,Automatic,RWD,3 stars
Volvo,A4,2023, 2384597 ,Electric,163,278,29.8,Convertible,Automatic,FWD,3 stars
Subaru,Camaro,2017, 6042123 ,Petrol,458,130,15.7,Hatchback,Manual,RWD,3 stars
Nissan,911,2015, 8092321 ,Petrol,127,177,20.1,Hatchback,CVT,RWD,3 stars
Mercedes-Benz,X5,2011, 4934666 ,Hybrid,119,245,37.1,Coupe,Manual,FWD,4 stars
Kia,Clio,2012, 1904393 ,Electric,417,483,42.4,Convertible,Automatic,RWD,5 stars
BMW,XF,2022, 2150009 ,Electric,139,460,48.6,Convertible,Manual,RWD,4 stars
Nissan,Cherokee,2022, 5961538 ,Hybrid,402,328,29.6,Truck,Manual,RWD,5 stars
Jaguar,Elantra,2010, 3062006 ,Electric,442,586,47.6,Coupe,Manual,AWD,5 stars
Toyota,X5,2011, 1979267 ,Electric,564,112,49.1,Truck,CVT,RWD,3 stars
Kia,XC90,2018, 5586257 ,Diesel,448,237,17,Hatchback,Automatic,AWD,5 stars
Nissan,Altima,2019, 3786697 ,Diesel,148,191,23,Sedan,Manual,FWD,5 stars
BMW,Golf,2016, 6908916 ,Diesel,551,482,28.4,Sedan,Automatic,FWD,5 stars
Jaguar,Mustang,2010, 7466566 ,Electric,418,536,23.1,Coupe,Automatic,FWD,5 stars
Mazda,Accord,2011, 8023082 ,Electric,591,214,48.6,Convertible,Automatic,RWD,5 stars
Mitsubishi,Mustang,2016, 3904382 ,Electric,389,551,17,SUV,CVT,RWD,4 stars
Chevrolet,X5,2021, 4237543 ,Petrol,487,541,15.6,Truck,Manual,FWD,5 stars
Volkswagen,CX-5,2010, 9099713 ,Petrol,358,101,36.4,Hatchback,CVT,RWD,4 stars
Mercedes-Benz,Camry,2022, 5441487 ,Hybrid,351,421,20.6,Hatchback,CVT,AWD,4 stars
Mazda,Camaro,2016, 9748262 ,Hybrid,331,514,24.3,Sedan,Manual,RWD,4 stars
Volkswagen,Accord,2017, 6316558 ,Petrol,509,196,27.5,Sedan,CVT,AWD,5 stars
Hyundai,Eclipse,2017, 760824 ,Petrol,567,257,49.1,SUV,Manual,FWD,3 stars
Mercedes-Benz,Mustang,2010, 2056401 ,Diesel,316,413,25.7,Sedan,Manual,FWD,5 stars
Hyundai,Golf,2010, 8081875 ,Hybrid,469,353,21.3,Sedan,Automatic,FWD,5 stars
Porsche,Mustang,2015, 7002572 ,Electric,532,373,16.8,SUV,CVT,FWD,4 stars
Audi,C-Class,2018, 3365721 ,Diesel,298,189,25.9,Sedan,Manual,RWD,3 stars
Ford,Cherokee,2010, 3816943 ,Electric,238,112,49.9,Truck,Manual,AWD,4 stars
Kia,Clio,2011, 6445856 ,Electric,420,106,26.7,Sedan,CVT,FWD,3 stars
Mazda,X5,2013, 7509649 ,Diesel,537,452,19.8,Convertible,CVT,RWD,4 stars
Kia,Cherokee,2023, 3675283 ,Petrol,584,589,27.5,Truck,Automatic,FWD,3 stars
Toyota,Mustang,2015, 498062 ,Petrol,284,113,35.1,SUV,CVT,AWD,5 stars
Renault,A4,2021, 569822 ,Hybrid,464,133,18.4,Coupe,Automatic,AWD,4 stars
Chevrolet,A4,2011, 3051755 ,Diesel,469,379,39.4,SUV,Automatic,AWD,4 stars
Hyundai,C-Class,2018, 243389 ,Electric,232,228,43.4,Truck,CVT,AWD,5 stars
Mercedes-Benz,Altima,2021, 5684439 ,Diesel,446,380,19.9,Truck,CVT,FWD,4 stars
Jaguar,XC90,2010, 7658345 ,Diesel,287,318,32.8,Coupe,Manual,AWD,4 stars
Toyota,Clio,2012, 1533734 ,Hybrid,386,111,20.5,Truck,Automatic,RWD,5 stars
Mazda,Accord,2013, 3892408 ,Hybrid,522,407,22.6,SUV,Manual,AWD,5 stars
Chevrolet,Cherokee,2012, 4972298 ,Diesel,447,226,16.9,SUV,CVT,FWD,3 stars
Tesla,C-Class,2014, 9659902 ,Diesel,434,192,48.4,Truck,CVT,FWD,5 stars
Mercedes-Benz,Model 3,2021, 754024 ,Electric,119,378,48.4,Sedan,CVT,FWD,5 stars
Tesla,Accord,2022, 2989437 ,Petrol,374,498,34.5,Convertible,CVT,FWD,3 stars
Jaguar,Sportage,2023, 8484799 ,Petrol,381,164,30.4,Hatchback,Automatic,AWD,3 stars
Volkswagen,Altima,2022, 2785738 ,Hybrid,394,305,41.1,Coupe,Automatic,RWD,3 stars
Toyota,XF,2020, 500681 ,Petrol,480,346,42.6,Hatchback,CVT,AWD,3 stars
Mercedes-Benz,Golf,2021, 3576087 ,Electric,335,338,25.6,Sedan,CVT,FWD,5 stars
BMW,Eclipse,2010, 5135393 ,Diesel,483,459,45.2,Truck,Manual,RWD,5 stars
Mazda,Elantra,2023, 4296076 ,Petrol,350,589,28.1,Truck,Manual,RWD,5 stars
Volkswagen,Outback,2013, 5374505 ,Diesel,383,425,19.9,Coupe,Automatic,RWD,3 stars
Volvo,Mustang,2012, 6296928 ,Diesel,243,428,25.9,Hatchback,CVT,AWD,3 stars
Toyota,Altima,2011, 2516621 ,Diesel,147,520,35.8,Convertible,Automatic,AWD,4 stars
Tesla,XF,2022, 3275551 ,Petrol,289,131,41.3,Coupe,CVT,AWD,3 stars
Toyota,Eclipse,2013, 805244 ,Petrol,250,133,37.7,SUV,Automatic,AWD,5 stars
Tesla,Outback,2023, 2380593 ,Petrol,136,456,43.6,Sedan,CVT,AWD,3 stars
Hyundai,C-Class,2012, 3210702 ,Diesel,142,332,31.7,Truck,Manual,FWD,4 stars
Kia,Altima,2017, 8156565 ,Hybrid,294,122,26.7,Coupe,CVT,AWD,4 stars
Mazda,Elantra,2023, 2962246 ,Diesel,201,342,39.9,SUV,Manual,AWD,5 stars
Ford,Altima,2018, 2774509 ,Petrol,460,519,20.6,Hatchback,CVT,AWD,4 stars
Ford,C-Class,2019, 8678487 ,Hybrid,513,317,47.7,Hatchback,CVT,FWD,4 stars
Volvo,CX-5,2023, 9438774 ,Electric,537,327,42.5,Coupe,CVT,AWD,5 stars
Kia,Eclipse,2023, 4606111 ,Diesel,497,114,25.6,Coupe,Manual,AWD,4 stars
Ford,Eclipse,2019, 2057984 ,Electric,500,534,44.5,Coupe,CVT,AWD,3 stars
Ford,Camaro,2015, 6636876 ,Petrol,509,140,36.3,Convertible,Automatic,AWD,3 stars
Mazda,A4,2015, 8000768 ,Petrol,166,445,18.3,Convertible,CVT,AWD,5 stars
Volvo,Elantra,2022, 472257 ,Hybrid,210,203,38.2,Sedan,Automatic,AWD,3 stars
Mercedes-Benz,Altima,2017, 2390528 ,Diesel,104,250,41.5,Truck,CVT,FWD,5 stars
Volkswagen,911,2022, 8531938 ,Diesel,386,441,47.9,SUV,Manual,FWD,5 stars
Hyundai,XC90,2023, 306387 ,Petrol,308,197,20.8,SUV,Automatic,FWD,3 stars
Renault,XF,2023, 2982001 ,Diesel,449,453,19.1,Hatchback,Manual,FWD,5 stars
Kia,X5,2019, 9236554 ,Petrol,552,165,17.3,Convertible,Manual,FWD,4 stars
Mercedes-Benz,Camry,2011, 8092442 ,Electric,319,221,35.5,Hatchback,Automatic,AWD,3 stars
Jaguar,X5,2020, 5980535 ,Petrol,281,282,46.5,Coupe,CVT,AWD,4 stars
Ford,Eclipse,2019, 2481264 ,Hybrid,405,242,28,Hatchback,CVT,AWD,3 stars
Honda,Cherokee,2016, 7048284 ,Diesel,429,472,30.6,Hatchback,Automatic,FWD,4 stars
Subaru,Clio,2016, 5021807 ,Petrol,223,158,38.4,Convertible,Manual,RWD,3 stars
Mazda,Outback,2022, 5070328 ,Hybrid,279,133,21.6,Convertible,Automatic,AWD,3 stars
Subaru,XF,2013, 3893596 ,Petrol,177,497,20,Truck,Manual,AWD,4 stars
Toyota,Elantra,2019, 4537992 ,Diesel,363,464,47,Hatchback,Automatic,RWD,5 stars
Porsche,Altima,2021, 6253901 ,Petrol,259,405,39.7,Truck,CVT,RWD,3 stars
Toyota,Accord,2016, 2786027 ,Hybrid,127,404,23.1,Convertible,Manual,AWD,5 stars
Nissan,Golf,2022, 7497487 ,Hybrid,228,392,43.7,Truck,Automatic,AWD,4 stars
Jaguar,Mustang,2016, 566502 ,Electric,468,498,20.2,Hatchback,Manual,FWD,4 stars
Jeep,Cherokee,2016, 9986037 ,Electric,264,134,35,Coupe,CVT,RWD,4 stars
Nissan,Accord,2011, 7659724 ,Petrol,280,345,31.4,SUV,Manual,RWD,5 stars
Mazda,Altima,2020, 1911083 ,Diesel,123,153,40.7,Coupe,CVT,FWD,5 stars
Tesla,Mustang,2011, 6876834 ,Hybrid,339,224,28,Sedan,Automatic,RWD,3 stars
Nissan,XF,2023, 6228939 ,Hybrid,422,332,48.6,Hatchback,CVT,AWD,3 stars
Subaru,Camaro,2014, 4247291 ,Hybrid,310,228,33.1,Convertible,CVT,AWD,5 stars
Honda,911,2015, 5680808 ,Diesel,180,400,29.1,Coupe,CVT,RWD,4 stars
Mercedes-Benz,Sportage,2018, 7265576 ,Electric,406,225,45.6,Truck,Automatic,FWD,4 stars
Jeep,Clio,2013, 5506304 ,Hybrid,369,549,16.7,Convertible,Manual,AWD,4 stars
Kia,C-Class,2012, 3380121 ,Hybrid,190,175,17.7,Truck,Manual,RWD,5 stars
Jaguar,X5,2018, 8380363 ,Electric,163,108,26.6,Truck,Manual,RWD,3 stars
Ford,Mustang,2019, 9632253 ,Petrol,116,312,40.8,Sedan,Automatic,RWD,4 stars
Chevrolet,911,2015, 6710424 ,Petrol,214,199,30.5,Convertible,Automatic,AWD,5 stars
Mazda,Camry,2017, 4739043 ,Electric,576,177,39.1,Sedan,Automatic,FWD,3 stars
Toyota,Cherokee,2010, 333833 ,Petrol,252,383,37.7,Sedan,Automatic,RWD,4 stars
Mercedes-Benz,Golf,2010, 6528181 ,Electric,240,307,16.4,Sedan,Manual,RWD,3 stars
Mitsubishi,Camry,2013, 3899683 ,Petrol,169,569,44.1,Truck,Manual,RWD,4 stars
Hyundai,Elantra,2018, 6136973 ,Electric,517,447,41.8,Hatchback,CVT,RWD,5 stars
Hyundai,C-Class,2022, 20683 ,Diesel,540,516,29.5,Convertible,Manual,RWD,3 stars
Volkswagen,XF,2023, 6488194 ,Electric,108,357,28.7,Coupe,Manual,FWD,4 stars
Ford,Golf,2015, 2987181 ,Hybrid,555,483,45.2,Convertible,CVT,FWD,5 stars
Ford,XF,2010, 1886835 ,Hybrid,545,517,21.2,Coupe,Manual,RWD,3 stars
Honda,XC90,2015, 7385724 ,Electric,132,583,15.2,Convertible,Automatic,RWD,5 stars
Honda,Sportage,2010, 7181598 ,Petrol,126,478,38.7,Hatchback,Manual,FWD,4 stars
Hyundai,Mustang,2022, 6979376 ,Hybrid,224,415,34.7,Convertible,Automatic,FWD,3 stars
Mercedes-Benz,Accord,2012, 8857104 ,Electric,188,537,44.9,SUV,Automatic,AWD,4 stars
Ford,Altima,2018, 8045287 ,Petrol,535,222,31.2,Hatchback,Automatic,RWD,4 stars
Jaguar,C-Class,2012, 6077429 ,Electric,266,393,29.5,Convertible,Manual,FWD,5 stars
Mercedes-Benz,Accord,2012, 2173866 ,Hybrid,242,197,22.5,Coupe,Automatic,FWD,3 stars
Audi,Clio,2020, 821109 ,Hybrid,415,288,47.8,Hatchback,Automatic,AWD,4 stars
Mazda,Sportage,2019, 7522954 ,Electric,343,129,40,Truck,Automatic,RWD,4 stars
Mitsubishi,Accord,2014, 1784258 ,Electric,585,332,37.6,SUV,Manual,RWD,4 stars
Chevrolet,Clio,2021, 3865554 ,Diesel,544,544,43.8,Coupe,Automatic,FWD,4 stars
Honda,Accord,2022, 6213508 ,Electric,139,481,30.6,Convertible,Manual,FWD,5 stars
Toyota,XC90,2013, 9269336 ,Petrol,308,383,17.9,Convertible,CVT,FWD,3 stars
Kia,Model 3,2022, 4551567 ,Petrol,514,226,40.8,Sedan,Manual,AWD,3 stars
Audi,Altima,2018, 3778709 ,Hybrid,298,249,36.9,Sedan,Automatic,FWD,3 stars
Tesla,XC90,2019, 917492 ,Diesel,446,216,25.5,Hatchback,Manual,AWD,5 stars
Mazda,Elantra,2015, 9508312 ,Hybrid,285,137,49.7,Truck,CVT,AWD,4 stars
Tesla,Camaro,2019, 4587349 ,Electric,420,518,35.8,Coupe,Automatic,AWD,5 stars
Jaguar,XF,2016, 3159243 ,Diesel,253,507,17.1,Truck,Automatic,FWD,4 stars
Ford,Model 3,2016, 9572089 ,Diesel,520,571,41.4,Hatchback,CVT,FWD,3 stars
Kia,Clio,2021, 5823287 ,Diesel,548,504,15.8,SUV,Automatic,FWD,5 stars
Audi,Mustang,2015, 3392871 ,Diesel,186,498,33.6,Hatchback,Automatic,FWD,3 stars
Subaru,Elantra,2015, 7713353 ,Petrol,494,528,25.4,Coupe,Automatic,AWD,5 stars
Volkswagen,XF,2014, 8865021 ,Hybrid,281,175,20.2,Coupe,CVT,FWD,5 stars
Mazda,Mustang,2012, 7819928 ,Hybrid,288,542,32.2,Hatchback,CVT,RWD,3 stars
Renault,Mustang,2012, 3764164 ,Hybrid,475,531,26.2,Hatchback,Automatic,FWD,4 stars
Mitsubishi,Sportage,2011, 5746276 ,Hybrid,115,317,38.1,Hatchback,Manual,FWD,4 stars
Kia,Outback,2016, 7943918 ,Diesel,441,260,30.4,Truck,Manual,FWD,4 stars
Mazda,Cherokee,2017, 6580957 ,Diesel,242,114,28,Convertible,Manual,FWD,4 stars
Mercedes-Benz,Golf,2022, 7516583 ,Diesel,140,304,29.7,Coupe,Manual,FWD,4 stars
Tesla,Altima,2023, 7069119 ,Electric,598,249,29.9,Truck,Automatic,FWD,5 stars
Chevrolet,Accord,2011, 3481236 ,Hybrid,450,401,46.4,Convertible,Manual,FWD,3 stars
Porsche,911,2014, 4170892 ,Hybrid,138,446,46.9,Hatchback,CVT,AWD,5 stars
Mercedes-Benz,Altima,2014, 7729653 ,Petrol,290,365,37,Hatchback,Automatic,RWD,5 stars
Audi,CX-5,2023, 4110747 ,Petrol,321,464,25.6,Sedan,Manual,AWD,3 stars
Volkswagen,Camaro,2021, 6695952 ,Hybrid,449,243,36.8,Convertible,CVT,AWD,5 stars
Porsche,C-Class,2017, 3553339 ,Diesel,475,347,21,SUV,CVT,RWD,5 stars
Volvo,X5,2014, 1730965 ,Electric,400,494,44.9,Coupe,Automatic,AWD,3 stars
Kia,Altima,2023, 5175179 ,Diesel,275,278,26.5,Convertible,Automatic,AWD,5 stars
Porsche,Golf,2022, 6354902 ,Electric,124,526,27,SUV,Manual,RWD,4 stars
Renault,Camaro,2010, 7872051 ,Electric,485,502,43.3,Sedan,CVT,FWD,3 stars
Tesla,Outback,2011, 4097383 ,Diesel,389,322,44.2,Sedan,Automatic,FWD,4 stars
Volkswagen,Mustang,2020, 5933468 ,Petrol,147,597,48,SUV,Automatic,RWD,3 stars
Jeep,A4,2019, 3491139 ,Electric,420,103,35.5,Sedan,CVT,RWD,3 stars
Toyota,Mustang,2012, 8888301 ,Electric,429,186,49.5,Sedan,Manual,FWD,5 stars
Audi,Eclipse,2017, 324443 ,Petrol,568,315,36.5,Sedan,CVT,RWD,5 stars
Mitsubishi,C-Class,2020, 6946317 ,Diesel,209,309,16.9,Coupe,CVT,RWD,5 stars
Renault,911,2021, 7878007 ,Hybrid,162,312,23.8,Hatchback,CVT,AWD,4 stars
Volkswagen,Outback,2017, 9832368 ,Hybrid,174,301,37,SUV,Manual,FWD,5 stars
Chevrolet,Mustang,2023, 8677712 ,Petrol,181,269,29.6,Coupe,CVT,FWD,3 stars
Tesla,X5,2023, 9782647 ,Electric,498,592,20.6,Sedan,Automatic,RWD,3 stars
Tesla,Eclipse,2010, 4792257 ,Diesel,146,255,41.9,Coupe,Manual,RWD,3 stars
BMW,Model 3,2010, 529584 ,Hybrid,525,556,31.9,Coupe,Automatic,RWD,4 stars
Mazda,911,2017, 2714425 ,Petrol,498,286,33.5,Sedan,Automatic,AWD,5 stars
Mitsubishi,Model 3,2012, 8943438 ,Petrol,131,344,19.8,Convertible,CVT,RWD,3 stars
Subaru,Elantra,2022, 1904511 ,Petrol,366,402,37.3,Coupe,Automatic,FWD,3 stars
Audi,C-Class,2019, 3529267 ,Electric,593,517,19.9,Truck,Manual,AWD,3 stars
Ford,Cherokee,2016, 5872667 ,Electric,173,176,41.4,Coupe,CVT,RWD,5 stars
Audi,Outback,2022, 6025872 ,Petrol,227,435,43,Sedan,Automatic,RWD,5 stars
Honda,Mustang,2022, 6119673 ,Electric,549,466,45.7,Convertible,Automatic,FWD,3 stars
Renault,CX-5,2014, 3928637 ,Diesel,338,484,34.3,Convertible,Manual,RWD,4 stars
Mazda,Accord,2023, 7566102 ,Diesel,111,158,43.6,Convertible,Automatic,FWD,4 stars
Mitsubishi,Camry,2018, 9533625 ,Petrol,514,220,43.5,SUV,CVT,AWD,4 stars
Renault,X5,2016, 6530042 ,Petrol,244,563,49.5,Sedan,CVT,AWD,5 stars
Subaru,Eclipse,2013, 262635 ,Diesel,272,289,33,SUV,CVT,AWD,4 stars
Mazda,Eclipse,2013, 7732233 ,Petrol,531,149,38.6,SUV,Automatic,FWD,5 stars
Hyundai,Accord,2011, 6118892 ,Hybrid,465,544,16.9,Hatchback,Automatic,FWD,3 stars
Mazda,Camaro,2016, 8383042 ,Electric,404,197,36.6,SUV,Manual,FWD,5 stars
BMW,Cherokee,2017, 7012747 ,Petrol,138,167,41.3,Sedan,CVT,RWD,5 stars
Honda,Elantra,2010, 6842681 ,Petrol,157,266,29,Sedan,Automatic,FWD,5 stars
Porsche,Model 3,2010, 6438684 ,Petrol,409,518,39.8,Truck,Automatic,AWD,5 stars
Porsche,Eclipse,2012, 5839127 ,Hybrid,530,537,21.6,SUV,CVT,RWD,5 stars
Kia,XF,2018, 3481016 ,Hybrid,458,452,37,SUV,CVT,RWD,3 stars
Audi,Camry,2023, 8172377 ,Electric,567,271,40.3,Coupe,Manual,AWD,3 stars
Kia,XF,2017, 8208575 ,Diesel,114,130,40.4,Convertible,Manual,FWD,3 stars
Mazda,XC90,2017, 4928701 ,Hybrid,437,490,29.3,Hatchback,CVT,RWD,5 stars
Volvo,Altima,2020, 6423618 ,Hybrid,177,211,23.2,Coupe,CVT,AWD,4 stars
Renault,Model 3,2021, 3874896 ,Petrol,597,496,44.1,Hatchback,Manual,RWD,5 stars
Porsche,CX-5,2016, 2118758 ,Hybrid,413,524,16.2,Sedan,Automatic,AWD,3 stars
Mercedes-Benz,CX-5,2018, 9168362 ,Petrol,392,581,20.7,SUV,Manual,FWD,3 stars
Nissan,Mustang,2019, 5845555 ,Diesel,211,226,33.2,Convertible,CVT,RWD,4 stars
Porsche,XF,2014, 5153662 ,Hybrid,184,383,21.6,Coupe,Automatic,FWD,5 stars
BMW,Elantra,2010, 5225715 ,Electric,404,112,33.6,Sedan,Manual,RWD,3 stars
Mazda,Golf,2016, 1732292 ,Electric,183,327,45.9,Truck,Manual,RWD,3 stars
Porsche,Cherokee,2012, 5799377 ,Diesel,305,332,23.9,Coupe,Manual,RWD,5 stars
Tesla,Eclipse,2021, 8831067 ,Electric,118,404,21.9,Truck,CVT,FWD,5 stars
Renault,Outback,2017, 8423888 ,Electric,205,229,41,Convertible,Manual,AWD,3 stars
Ford,CX-5,2015, 5842512 ,Electric,176,396,15,Truck,Manual,RWD,3 stars
Hyundai,C-Class,2013, 2854308 ,Hybrid,406,452,32.9,Convertible,Manual,AWD,5 stars
Mazda,Clio,2011, 2458858 ,Hybrid,344,158,39.6,SUV,Automatic,AWD,4 stars
Toyota,A4,2013, 2566804 ,Petrol,352,364,33.4,Coupe,CVT,RWD,5 stars
Jeep,Cherokee,2019, 3372826 ,Hybrid,561,485,27.2,Truck,Manual,AWD,3 stars
Jeep,911,2011, 5903991 ,Hybrid,528,121,25.3,Sedan,CVT,FWD,4 stars
Audi,A4,2022, 4787003 ,Diesel,347,226,43.3,Truck,CVT,AWD,4 stars
Nissan,Model 3,2015, 4894299 ,Petrol,554,415,34.8,Truck,CVT,RWD,4 stars
BMW,Outback,2016, 6342782 ,Diesel,123,534,41.4,SUV,CVT,AWD,3 stars
Mitsubishi,Golf,2017, 922179 ,Diesel,324,305,39.3,Coupe,CVT,RWD,3 stars
Mitsubishi,Golf,2013, 2330726 ,Diesel,299,321,17.5,Sedan,Automatic,RWD,4 stars
Volvo,XF,2014, 6449579 ,Diesel,115,498,28.3,Coupe,Automatic,FWD,3 stars
Porsche,Clio,2014, 1918564 ,Petrol,292,390,24.5,SUV,CVT,AWD,4 stars
Volkswagen,Clio,2012, 3804568 ,Petrol,323,148,40.3,Truck,Manual,FWD,4 stars
